Name,Class ID,Type,Subtype,Value,Rarity,Weight,Damage,Critical Chance,Hands,Offhand Eligible,Armor,Modifier,Element,Restricted To,Restricted Against,Ultimate,Random Drop,Unequipped,Description
Dragon Claw,DragonClaw2,Weapon,Natural,0,0,0,70,0.33,1,True,,0,,,,False,True,False,
Dragon Tail,DragonTail,Weapon,Natural,0,0,0,40,0.15,1,True,,0,,,,False,True,False,
Dragon Tail,DragonTail2,Weapon,Natural,0,0,0,90,0.3,1,True,,0,,,,False,True,False,
Earth Maw,EarthMaw,Weapon,Natural,0,0,0,60,0.2,1,False,,0,Earth,,,False,True,False,
Elemental Blade,ElementalBlade,Weapon,Natural,0,0,0,30,0.25,1,True,,0,,,,False,True,False,
Gaze,Gaze,Weapon,Natural,0,0,0,0,0,1,False,,0,,,,False,True,False,
Ice Shard,IceShard,Weapon,Natural,0,0,0,30,0.33,1,False,,0,Ice,,,False,True,False,
Invisible Blade,InvisibleBlade,Weapon,Natural,0,0,0,18,0.25,1,True,,0,Shadow,,,False,True,False,
Laser,Laser,Weapon,Natural,0,0,0,40,0.25,1,True,,0,,,,False,True,False,
Laser,Laser2,Weapon,Natural,0,0,0,70,0.4,1,True,,0,,,,False,True,False,
Lion Paw,LionPaw,Weapon,Natural,0,0,0,34,0.15,1,True,,0,,,,False,True,False,
Nightmare Hoof,NightmareHoof,Weapon,Natural,0,0,0,26,0.25,1,True,,0,Fire,,,False,True,False,
Pincers,Pincers,Weapon,Natural,0,0,0,8,0.15,1,True,,0,,,,False,True,False,
Pincers,Pincers2,Weapon,Natural,0,0,0,12,0.2,1,True,,0,,,,False,True,False,
Snake Fang,SnakeFang,Weapon,Natural,0,0,0,10,0.25,1,False,,0,,,,False,True,False,
Snake Fang,SnakeFang2,Weapon,Natural,0,0,0,32,0.33,1,False,,0,,,,False,True,False,
Stinger,Stinger,Weapon,Natural,0,0,0,10,0.25,1,False,,0,,,,False,True,False,
Tentacle,Tentacle,Weapon,Natural,0,0,0,24,0.2,1,True,,0,,,,False,True,False,"A slender, flexible limb or appendage in an animal, especially around the mouth of an invertebrate, used for grasping or moving about, or bearing sense organs."
Tentacle,Tentacle2,Weapon,Natural,0,0,0,48,0.3,1,True,,0,,,,False,True,False,"A slender, flexible limb or appendage in an animal, especially around the mouth of an invertebrate, used for grasping or moving about, or bearing sense organs."
Unicorn Horn,UnicornHorn,Weapon,Natural,0,0,0,28,0.2,1,True,,0,Holy,,,False,True,False,
attacks,Cannon,Weapon,Natural,0,0,0,80,0.15,1,True,,0,,,,False,True,False,
attacks,DevilBlade,Weapon,Natural,0,0,0,100,0.33,1,True,,0,,,,False,True,False,
bites,CerberusBite,Weapon,Natural,0,0,0,60,0.25,1,False,,0,Fire,,,False,True,False,
claws,CerberusClaw,Weapon,Natural,0,0,0,40,0.25,1,True,,0,,,,False,True,False,
touches,LichHand,Weapon,Natural,0,0,0,35,0.2,1,True,,0,Ice,,,False,True,False,
Ninjato,Ninjato,Weapon,Ninja Blade,0,0,5,50,0.5,1,True,,0,,Ninja,,True,True,False,A mythical blade used by ninjas said to be possessed by a demon who steals the soul of those slain by the weapon.
Tanto,Tanto,Weapon,Ninja Blade,44000,0.4,5,28,0.33,1,True,,0,,Ninja,,False,True,False,"A tanto is a double-edged, straight blade, designed primarily as a stabbing weapon, but the edge can be used for slashing as well."
Wakizashi,Wakizashi,Weapon,Ninja Blade,87000,0.2,7,38,0.4,1,True,,0,,Ninja,,False,True,False,"A wakizashi is a curved, single-edged blade with a narrow cross-section, producing a deadly strike."
Bare Hands,NoWeapon,Weapon,None,0,0,0,2,0.025,1,True,,0,,,,False,True,True,Nothing but good ol' lefty and righty.
Framea,Framea,Weapon,Polearm,800,0.9,10,10,0.15,2,False,,0,,,,False,True,False,A type of spear used by the ancient Germanic tribes and is a versatile weapon used in both melee combat and as a projectile.
Gungnir,Gungnir,Weapon,Polearm,0,0,14,96,0.4,2,False,,0,,,,True,True,False,"Legendary spear of the god Odin. Old Norse for ""swaying one""."
Halberd,Halberd,Weapon,Polearm,9000,0.75,15,36,0.25,2,False,,0,,,,False,True,False,A halberd is a two-handed pole weapon consisting of an axe blade topped with a spike mounted on a long shaft.
Naginata,Naginata,Weapon,Polearm,26500,0.5,14,50,0.3,2,False,,0,,,,False,True,False,A naginata consists of a wooden or metal pole with a curved single-edged blade on the end that has a round handguard between the blade and shaft.
Partisan,Partisan,Weapon,Polearm,3500,0.85,12,26,0.2,2,False,,0,,,,False,True,False,"A partisan consists of a spearhead mounted on a long wooden shaft, with protrusions on the sides which aid in parrying sword thrusts."
Ranseur,Ranseur,Weapon,Polearm,95000,0.2,15,76,0.35,2,False,,0,,,,False,True,False,"A ranseur is a polearm characterized by a central spearhead flanked by two outward-curving prongs, giving it a trident-like appearance. Its primary purpose was to parry or entangle an opponent's weapon while still maintaining the thrusting capability of a spear."
Trident,Trident,Weapon,Polearm,57000,0.4,16,62,0.33,2,False,,0,Water,,,False,True,False,"A trident is a 3-pronged spear, the preferred weapon of the Sea god Poseidon."
Baston,Baston,Weapon,Staff,800,0.9,6,8,0.05,2,False,,0,,,,False,True,False,"A baston is a long, light, and flexible staff weapon that is ideal for speed and precision."
Dragon Staff,DragonStaff,Weapon,Staff,0,0,9,70,0.3,2,False,,0,,Wizard; Necromancer; Master Monk; Lycan; Astromancer; Soulcatcher,,True,True,False,"A magic staff, shaped to appear as a dragon."
Holy Staff,HolyStaff,Weapon,Staff,25000,0.5,6,30,0.15,2,False,,0,Holy,Priest; Archbishop,,False,True,False,A staff that emits a holy light. Only equipable by priests and archbishops.
Ironshod Staff,IronshodStaff,Weapon,Staff,4000,0.85,10,18,0.1,2,False,,0,,,,False,True,False,"An iron walking stick, making it ideal for striking."
Khatvanga,Khatvanga,Weapon,Staff,100000,0.2,7,56,0.25,2,False,,0,,,,False,True,False,"A khatvanga is a ritual staff that consists of a wooden or metal shaft adorned with a trident or skull, symbolizing its esoteric nature."
Mithrilshod Staff,MithrilshodStaff,Weapon,Staff,65000,0.4,8,44,0.2,2,False,,0,,,,False,True,False,"A mithril walking stick, making it ideal for striking."
Princess Guard,PrincessGuard,Weapon,Staff,0,0,4,74,0.25,2,False,,0,,Archbishop,,True,True,False,A mythical staff from another world.
Quarterstaff,Quarterstaff,Weapon,Staff,250,0.95,6,4,0.025,2,False,,0,,,,False,True,False,A quarterstaff is a shaft of hardwood about eight feet long fitted with metal tips on each end.
Rune Staff,RuneStaff,Weapon,Staff,27500,0.5,7,36,0.18,2,False,,0,,,,False,True,False,A wooden staff with a magical rune embedded in the handle.
Ruyi Jingu Bang,RuyiJinguBang,Weapon,Staff,0,0,8,72,0.28,2,False,,0,,Master Monk,,True,True,False,A legendary iron staff that changes weight with the wielder's breath and carries chi cleanly through every strike.
Serpent Staff,SerpentStaff,Weapon,Staff,8000,0.75,8,26,0.12,2,False,,0,,,,False,True,False,"A magic staff, shaped to appear as a snake."
Giant's Club,GiantClub,Weapon,Summon,0,0,0,50,0.1,2,False,,0,,,,False,True,False,"A massive club wielded by Patagon, the giant summon creature."
Kobold Dagger,KoboldDagger,Weapon,Summon,0,0,0,50,0.4,1,False,,0,,,,False,True,False,
Scythe,Scythe,Weapon,Summon,0,0,0,80,0.3,2,False,,0,,,,False,True,False,
Vulcan's Hammer,VulcansHammer,Weapon,Summon,0,0,0,45,0.25,2,False,,0,,,,False,True,False,A blacksmith's hammer that allegedly belonged to the fire god Vulcan.
Excalibur,Excalibur,Weapon,Sword,0,0,8,60,0.35,1,True,,0,,,,True,True,False,"The legendary sword of King Arthur, bestowed upon him by the Lady of the Lake."
Excalibur,Excalibur2,Weapon,Sword,0,0,8,60,0.35,1,True,,0,,,,True,True,False,"An upgraded version of the legendary sword of King Arthur, bestowed upon him by the Lady of the Lake."
Falchion,Falchion,Weapon,Sword,90000,0.2,10,46,0.3,1,True,,0,,,,False,True,False,"A falchion is a one-handed sword with a broad, curved blade that is designed to deliver powerful cleaving and chopping blows. Its slight curve and weight distribution make it capable of delivering decisive strikes, while the sturdy design provides balance for quick, fluid attacks."
Jian,Jian,Weapon,Sword,2000,0.85,6,14,0.1,1,True,,0,,,,False,True,False,"A jian is a double-edged straight sword with a guard that protects the wielder from opposing blades,"
Khopesh,Khopesh,Weapon,Sword,47000,0.4,10,36,0.25,1,True,,0,,,,False,True,False,A khopesh is a sickle-shaped sword that evolved from battle axes and that can be used to disarm an opponent.
Rapier,Rapier,Weapon,Sword,125,0.95,5,6,0.075,1,True,,0,,,,False,True,False,A rapier is a slender and sharply pointed two-edged blade with a protective hilt.
Shamshir,Shamshir,Weapon,Sword,21000,0.5,10,28,0.2,1,True,,0,,,,False,True,False,A shamshir has a radically curved blade featuring a slim blade with almost no taper until the very tip.
Talwar,Talwar,Weapon,Sword,5500,0.75,8,20,0.15,1,True,,0,,,,False,True,False,"A talwar is curved, single-edged sword with an iron disc hilt and knucklebow, and a fullered blade."
